,City,Approx. Latitude,Approx. Longitude
304,oktyabrskoye,52.55056230479968,55.281239750669954
305,kavaratti,10.233041612966147,66.1268880717517
306,ulladulla,-37.73495791169613,155.55954113106452
307,husavik,78.09190732219233,-9.768973033754264
308,srednekolymsk,66.88172212948072,154.5407909026777
309,marzuq,24.499125210694174,14.83187396950828
310,lorengau,5.209722221941902,147.6655695172418
311,cabedelo,-5.7617770010050435,-27.89556611965392
312,santa cruz,7.275976919904053,-88.72154162937404
313,kalulushi,-13.227431552451563,27.46132604511243
314,falam,21.80747075211974,93.87967590856937
315,san vicente,19.355843882521796,125.87790607607747
316,sioux lookout,54.70593987442132,-91.63425182964022
317,kharp,69.92946290404458,66.81061160646007
318,khatanga,68.3853983553102,104.6829969859943
319,bokoro,12.699636847739484,17.07050729457106
320,basco,20.27942743738876,121.01384632234368
321,dingle,46.97998348933166,-19.701773606892232
322,coari,-4.177492289784723,-63.20449844036801
323,san miguelito,11.387698219252528,-85.07701264022967
324,plymouth,43.9234806793618,-71.68647108228643
325,labuhan,-17.52710916979302,96.97678654420815
326,vestmannaeyjar,55.941408918096045,-22.931471250104295
327,barentsburg,82.66859979241221,2.276302527866477
328,praia da vitoria,46.28697677612101,-24.88378239942523
329,fairbanks,72.03529208438096,-144.1680885223824
330,tiksi,86.1706034365786,129.11829082335055
331,clarence town,22.00782205318096,-74.48307335125169
332,vostok,50.63080036855246,150.96140070150648
333,namibe,-16.70910113464791,9.090635808579549
334,sayyan,16.314976059739735,45.303756326827425
335,moa,21.53615494460179,-74.99383059771094
336,biharamulo,-2.9139198670315665,31.186960871574684
337,aswan,23.064350352616202,34.19906513122356
338,pitimbu,-7.611982623695027,-27.403669116481183
339,harper,-2.53414474801599,-7.643866039839423
340,xiangfan,32.12906688339156,112.12996490140853
341,assiniboia,49.06820410751118,-106.14486357328865
342,okhotsk,59.492275602836855,145.12362350194292
343,lososina,49.314788066643956,140.86739580611697
344,qui nhon,14.368590406303923,112.82436063074533
345,san bartolome de tirajana,26.91881832753718,-16.105655382195494
346,sentyabrskiy,34.56132614031385,159.7860552500341
347,zabol,31.224787777751175,61.0945037235613
348,bandar-e lengeh,26.538175270924754,53.81826959027205
349,katsuura,30.061815812612352,146.4095159013889
350,guaiba,-30.06302909617176,-51.40391727287155
351,sao joao da barra,-31.080467642816487,-25.789426901882052
352,reconquista,-28.36609872899134,-60.47382715649883
353,deloraine,48.47568797148739,-100.57895405285635
354,jiwani,23.98266799889825,62.169715551742115
355,kansay,40.46627915009583,69.82864119829384
356,fare,-10.391754352404192,-148.65696551571037
357,lasa,31.09931121550393,93.5131140014671
358,xingyi,24.037853921596906,105.39525471170464
359,nabire,-6.7718136944701826,136.96780237725113
360,sakakah,29.332099154001398,43.09557815545085
361,cherskiy,71.17541239681375,160.27765662753143
362,ardakan,33.85154031859034,54.01155882854448
363,amberley,-43.31426132876423,173.4221741572083
364,villamontes,-21.48683081153358,-63.35040566045549
365,saint pete beach,26.783733388448653,-84.25740882982686
366,cuencame,24.72709325454221,-103.75745192648056
367,chiang khong,20.14212970791732,100.73768351938782
368,monteria,8.635783169467459,-75.95132104052956
369,lima,-21.431846116281932,-93.59713884462661
370,jamame,0.08377221764396836,42.3137166967783
371,te anau,-40.59183521646133,160.2754461600012
372,kahului,27.283786796984657,-151.14505945252918
373,kathu,8.240612990152627,95.9811993827849
374,fano,44.029182783946,13.103276102852476
375,vila velha,-26.741841674642785,-22.08539192677995
376,zalantun,48.23245276981976,122.41650998611186
377,davydivka,48.1649756843608,25.583413137924936
378,broken hill,-28.618082453911967,142.18342302782327
379,dhar,22.71396579505665,75.18661769088928
380,tevriz,58.38875430231499,72.0801904823779
381,umm lajj,23.462697349626453,37.50876524101011
382,mrirt,32.13519455486387,-6.3080083689133915
383,roma,-27.45367776655693,144.16615699157256
384,kavieng,5.326449207895777,155.32882747353227
385,sisimiut,66.61862157517658,-55.38481342768897
386,goure,14.800748365083592,10.374510736767292
387,carutapera,8.96853554861464,-41.82755548068761
388,ouranopolis,40.228064592676986,23.935504913318454
389,quelimane,-17.254113861190646,36.60611544797135
390,liezen,47.632372627112034,14.068782255533307
391,saa,4.379250672880758,11.41119337243859
392,sibut,5.454069152781486,18.71113450935212
393,kosterevo,55.95868105975262,39.73218402987109
394,coquimbo,-30.42169590702452,-77.58018112022287
395,tasiilaq,55.98025596303157,-31.382227070899887
396,chenzhou,25.738482930537714,112.99680315139994
397,olafsvik,62.77819384249972,-28.199984382730804
398,auxerre,47.970209177297306,3.70876962341643
399,gorontalo,1.9237307328463373,120.5855780565181
400,pretoria,-25.66698768936078,28.373539981185587
401,walvis bay,-25.346232003731984,9.317967186527511
402,manakara,-22.263710466720198,49.335276263975885
403,montlucon,46.15233055183833,2.715763170126621
404,nizhneyansk,82.94135701824248,138.63063065669877
405,guacui,-20.865150978843275,-41.85774093356426
406,hasaki,31.410196873514806,153.1663414126872
407,porto velho,-8.833219254191775,-64.85042330074012
408,caravelas,-23.454733834261518,-24.352388080775853
409,tuatapere,-47.96278852446033,160.7550107581739
410,trinidad,-14.026450625465003,-65.65264775796739
411,sebinkarahisar,39.992338316651825,38.659338317339405
412,peniche,40.40506901566147,-13.501249720249348
413,penzance,50.03679600893699,-5.627995669166893
414,nagato,34.99200040340001,130.9561016635526
415,jumla,33.56331743825987,85.66362367021111
416,requena,-4.717493898537853,-74.77645248366548
417,samalaeulu,-5.423122085716457,-168.11816010621698
418,gerash,27.01922421380729,53.54389150348618
419,jerome,42.89750164809689,-114.66698588436248
420,northam,-30.39429963972605,119.3265046551769
421,palabuhanratu,-9.551778264335411,105.08704886058194
422,banjar,-10.584231234644108,106.39981683071397
423,novoagansk,62.485192451688164,78.22483585703185
424,lodja,-2.9697612161464377,23.58920051915527
425,illapel,-31.213775861614522,-72.82758975044705
426,karratha,-16.752703131448044,116.44413777446181
427,codrington,22.13721402524159,-52.03293756075621
428,megion,61.573279321881955,75.85903570745128
429,nyurba,63.96319026465028,119.06541417537096
430,laurel,32.01204973717509,-89.42644553110452
431,novikovo,46.86900917737955,145.37469378544557
432,moerai,-21.799082339569054,-150.5519597191155
433,bianzhuang,35.02661723138061,118.0255810168843
434,vendome,47.73720969566159,1.1598890794023475
435,malwan,15.725360407948543,70.55556354629613
436,tabiauea,0.38970624650696095,169.40226016217298
437,benito juarez,20.709511830627477,-98.22688412960686
438,santa isabel do rio negro,1.6510039162874648,-63.334230633926
439,awjilah,29.568972596626196,20.401614857823347
440,quatre cocos,-18.768147316153602,62.681072391881486
441,kropotkin,58.02877684742518,115.48073417165176
442,zyryanka,68.5388706873648,150.11203122728688
443,bilma,19.793121947935376,15.941027047307017
444,kennett,36.401170891502474,-89.7168454768197
445,marcon,45.528630511270904,12.344019616983815
446,marienburg,7.597065745119835,-54.44397639019361
447,camabatela,-7.659206217329995,15.728911010931483
448,coihaique,-49.725771587194934,-74.61753922446394
449,bubaque,8.271222976811856,-20.608659850224058
450,kapoeta,6.7786937489069174,33.007324772748746
451,calabozo,8.00664053195321,-67.52251046048315
452,umzimvubu,-44.00508418547411,39.85709240427428
453,horodnytsya,50.75660906156335,27.657990959985597
454,talara,-4.669461065667079,-84.48330756342412
455,portland,-57.81158452074282,130.01993210248247
456,tutoia,-0.2983600507738089,-41.847557198986436
457,shimoda,25.62452931790493,141.3386377983329
458,sladkovo,55.695522416079484,70.02045410193301
459,seoul,38.239818724724955,125.25392991987616
460,amahai,-2.8124715991233558,130.53183251307456
461,nalut,29.544640563626885,9.015901591578626
462,marshfield,44.20126790580855,-90.52811852571111
463,port moresby,-13.146425394116179,146.70635836694748
464,minden,32.44150384964249,-93.25770466289822
465,changji,45.22676115565943,87.05556091084384
466,yarim,14.53959711486901,46.05305514937632
467,kosh-agach,49.19821235625372,88.56499948219573
468,leshukonskoye,64.65725224626922,46.47111627675608
469,sao filipe,2.9919199956616893,-26.15724443998954
470,vredendal,-32.110766536967205,18.966388124383116
471,nemuro,39.12229163482547,149.76777725883306
472,laguna,-42.95111643014903,-32.86028528901389
473,hamilton,28.718001896902962,-66.38779320553635
474,talcahuano,-36.07012255621261,-73.71255640241228
475,coatesville,40.07617607088986,-75.98496025201074
476,jardim,5.504176353420618,-32.59952107183685
477,fort frances,49.01647148056955,-92.86574545063021
478,kailua,21.05288552299774,-157.4338571097455
479,monrovia,5.361388618894537,-11.358831651542175
480,gambela,7.002184814916262,33.925237573416126
481,davila,19.502742855955233,119.37483633692369
482,palmerston,-12.679483014246088,130.51931800512966
483,aldan,58.45535153508203,124.82586749227988
484,maryborough,-36.67795235733003,143.5883288975329
485,daru,-10.825735888650087,144.13818739712343
486,misratah,32.720074435394636,15.050476806547834
487,myitkyina,26.076462639034332,97.96998146576766
488,cap malheureux,-12.76386288557515,58.38659321614725
489,kochevo,59.862069748758245,53.86517934161165
490,orlik,52.38444567131259,100.43862284323069
491,ruteng,-7.0326888577678375,121.05995390627368
492,narsipatnam,18.047932630166912,82.72724658076902
493,meulaboh,3.5180620067889237,95.02684482033698
494,rezekne,56.70131457642631,27.393341740815174
495,east london,-64.98961063595492,51.8008037782661
496,tura,67.50244469745974,97.52698302491069
497,kununurra,-16.46366383031382,125.42165831916702
498,calvinia,-31.68397550971651,19.217681584467954
499,xining,35.79248901033783,98.60983822638059
500,bay roberts,41.951293151799376,-52.72586746068629
501,wajir,0.803025927817103,39.279218854773006
502,ondorhaan,46.35655257553671,111.66132123891475
503,latung,3.676694099344445,121.80754288625354
504,barbar,19.56403920285095,34.069267417248795
505,itarema,5.5990305596806,-37.28064393224267
506,mattru,2.7069756006431476,-15.474300259392578
507,lata,-4.562457807152455,168.44457670654305
508,kenai,61.5306074503477,-152.38627812867915
509,moundou,8.55849596662793,15.85953053110299
510,amderma,89.99151005510592,62.51421367994428
511,oranjemund,-33.08755951347822,8.70014306952379
512,narok,-0.7153908206634583,35.93905722008114
513,sur,17.834876353446532,63.82639759114505
514,san andres,13.654363883717394,-81.74310385240018
515,ladario,-18.902893214652465,-57.302615993008814
516,andenes,70.10211138194146,16.022030116618538
517,wilmington,31.736779514552225,-77.01713652792544
518,kalmunai,8.908123791518278,86.55869279603507
519,kaabong,3.2638546043374106,34.733809798203026
520,buala,-1.217984738745841,162.083443040163
521,siguiri,12.039828492427901,-9.971557034729358
522,tupik,54.577917993157854,119.04327128980805
523,viligili,1.1008842649135033,78.36407875137331
524,yangambi,-0.5451914632200072,23.49401036464795
525,aklavik,71.3269890622608,-138.07580208334093
526,omsukchan,61.066530071114386,156.4657624167636
527,ruatoria,-35.88820589649323,178.35469453623136
528,ontario,43.30220935038281,-117.90969660281665
529,la rioja,-29.00865923601185,-67.84415370706797
530,muros,42.776205194683286,-9.570568849528343
531,carmen,10.666175392245819,-83.26644707602586
532,finschhafen,-5.61469743759308,148.10297735386433
533,piney green,34.39257509659983,-77.25296192569024
534,paradwip,20.201515834378753,87.21235632574002
535,waddan,27.30014674904507,17.06233732364879
536,zhigansk,66.45088180063925,125.57565416776993
537,antofagasta,-22.615451240798734,-77.5197400023622
538,port antonio,18.787516295387945,-76.44311782001114
539,mende,44.473121631112235,3.3909833369237674
540,kazalinsk,47.58911126630335,62.30165599823607
541,dakar,14.929782150807327,-17.603396990515762
542,svarstad,61.95729726113959,11.689017641110382
543,mokrous,51.48860008543525,47.425638838476345
544,kettering,52.506501033917175,-0.8023794295309301
545,ostrovnoy,71.9293175522862,41.052464732300706
546,kabare,-1.2905062097208315,27.378918392818548
547,aksarka,69.94665811377101,68.45050869662413
548,tiarei,-12.368929055203765,-146.10998299854032
549,balaguer,41.67918217223925,0.8161493132885198
550,manzhouli,47.3381859761252,117.81023505326141
551,lapuz,6.530668009049208,124.6395502775024
552,turaiyur,11.035684119547284,78.68931582592415
553,tiznit,29.000100169352535,-10.288528779797474
554,erzin,47.880770284530854,96.27323836059969
555,ahumada,30.547781480685686,-107.21174335057577
556,soyo,-9.601074131386397,5.945571068133717
557,daugavpils,56.01470808571875,26.460901220020446
558,vao,-27.535676011116735,170.7604111499581
559,tomohon,1.4242409984741897,123.75516598552457
560,ronneby,56.39739168143282,15.247127464075504
561,plettenberg bay,-47.74532979741921,23.818207003780145
562,prince george,54.14388207637003,-121.10001416415952
563,shingu,31.307090596233564,136.79375408276826
564,kongolo,-5.563310571363303,26.75905852577523
565,kichmengskiy gorodok,59.822415251857166,45.91427656023379
566,mishkino,54.09133846236034,59.22666870331892
567,vizinga,61.1110632714213,50.491198423796845
568,halalo,-14.0937216241675,-178.45873880448428
569,saldanha,-45.51634978384591,-7.69966369057812
570,lakhdenpokhya,61.42112955245685,29.93223918029298
571,alice springs,-23.73539389438055,137.29954943020397
572,taburi,8.887072618323899,117.0534185256106
573,superior,46.48004516640091,-91.61725290279075
574,mitsamiouli,-6.530046826779241,46.20646991805398
575,bolungarvik,66.10205329260981,-23.94416944092353
576,brae,65.16373006120438,0.7133229610736009
577,mahroni,24.49745454393269,78.66830087762474
578,mala bilozerka,47.16629425290074,34.946363763162026
579,isa khel,32.80762688183769,71.06716021420189
580,smithers,56.24619037254547,-126.2038329099116
581,oktyabrskiy,52.596121321828235,156.1153014150981
582,slonim,53.063012255830415,25.049155525750763
583,dargaville,-35.739840399492614,173.38297613222346
584,payo,16.976018201871327,127.66788867140752
585,roseburg,42.82440926719744,-123.59934172101102
586,tornio,66.91090856697897,23.385695607787454
587,kutoarjo,-7.976663730187042,109.83755526657723
588,turhal,40.25008985716215,36.21680060270734
589,kieta,1.3360718419568371,159.5886170178805
590,chom bung,13.588101743288846,99.5422690492934
591,seryshevo,51.318609373664174,128.49250740909542
592,alekseyevsk,59.36861067918815,108.55702605782619
593,veraval,15.338294262285558,66.25133552737122
594,san cristobal,0.8505507599212478,-88.04523469443171
595,beringovskiy,59.776533742129004,178.8269370294168
596,sorvag,63.36978727038462,-10.266121556195088
597,alto araguaia,-17.512174268007385,-53.42091747555709
598,gizo,-6.5915780446411105,157.4411246559946
599,dinard,49.11551369155845,-2.184258627326926
600,ende,-9.353914545396492,121.06271313727564
601,rayong,11.209075069274775,101.22564412561422
602,mikhaylovka,44.148987420379086,71.21081380225806
603,lavrentiya,66.04839397623098,-169.52662074704293
604,tairua,-36.78880509229615,176.35229245420112
605,mecca,23.920569310666437,41.81816817680655
606,comodoro rivadavia,-49.631713547091536,-65.29305782030028
607,sarangani,4.216422986518779,127.37396636008782
608,tecoanapa,5.829863929306697,-102.07665177158651
609,altamira,-3.7637860387258257,-52.408734453093516
610,trairi,-0.8767044205192036,-37.64028162916918
